L-RPM,R-RPM,Speed,Swing_Level,Spin_Level,Position,Pan,Pan actual,Tilt,Tilt actual,Left Tilt,Left Tilt Actual,Right Tilt,Right Tilt Actual,X,Y
,,,,,top- 1,2870.0,2868.0,3185.0,3193.0,1440.0,1439.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3118.0,3185.0,3178.0,1230.0,1228.0,1350.0,1350.0,0,40
,,,,,right - 3,2664.0,2659.0,3185.0,3190.0,1230.0,1226.0,1350.0,1349.0,300,40
,,,,,bottom - 4,2870.0,2872.0,3185.0,3189.0,830.0,828.0,950.0,945.0,150,80
,,,,,top-mid-centre-5,2870.0,2874.0,3185.0,3192.0,1270.0,1272.0,1390.0,1393.0,150,25
,,,,,top-mid-left-6,3114.0,3111.0,3185.0,3180.0,1270.0,1271.0,1390.0,1394.0,0,25
,,,,,top-mid-right-7,2664.0,2661.0,3185.0,3181.0,1270.0,1265.0,1390.0,1385.0,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level -2,centre - 0,2880.0,2875.0,3190.0,3191.0,1250.0,1250.0,1330.0,1330.0,150,40
,,,,,top- 1,2880.0,2882.0,3190.0,3195.0,1460.0,1462.0,1540.0,1536.0,150,5
,,,,,left - 2,3126.0,3126.0,3190.0,3183.0,1250.0,1249.0,1330.0,1329.0,0,40
,,,,,right - 3,2676.0,2680.0,3190.0,3195.0,1250.0,1252.0,1330.0,1329.0,300,40
,,,,,bottom - 4,2880.0,2883.0,3190.0,3184.0,850.0,851.0,930.0,927.0,150,80
,,,,,top-mid-centre-5,2880.0,2879.0,3190.0,3188.0,1290.0,1294.0,1370.0,1365.0,150,25
,,,,,top-mid-left-6,3126.0,3123.0,3190.0,3197.0,1290.0,1286.0,1370.0,1370.0,0,25
,,,,,top-mid-right-7,2676.0,2672.0,3190.0,3190.0,1290.0,1290.0,1370.0,1373.0,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level -1,centre - 0,2890.0,2892.0,3195.0,3191.0,1270.0,1275.0,1310.0,1315.0,150,40
,,,,,top- 1,2890.0,2895.0,3195.0,3199.0,1480.0,1476.0,1520.0,1515.0,150,5
,,,,,left - 2,3138.0,3141.0,3195.0,3190.0,1270.0,1272.0,1310.0,1314.0,0,40
,,,,,right - 3,2688.0,2688.0,3195.0,3193.0,1270.0,1272.0,1310.0,1309.0,300,40
,,,,,bottom - 4,2890.0,2893.0,3195.0,3195.0,870.0,866.0,910.0,908.0,150,80
,,,,,top-mid-centre-5,2890.0,2885.0,3195.0,3197.0,1310.0,1313.0,1350.0,1351.0,150,25
,,,,,top-mid-left-6,3138.0,3138.0,3195.0,3194.0,1310.0,1310.0,1350.0,1355.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3195.0,3201.0,1310.0,1307.0,1350.0,1345.0,300,25
490.0,461.0,150.0,Swing Level -2,Spin Level 0,centre - 0,2880.0,2882.4,3116.0,3115.5,1160.0,1161.7,1240.0,1239.9,150,40
,,,,,top- 1,2880.0,2880.0,3116.0,3114.2,1160.0,1160.5,1240.0,1238.1,150,5
,,,,,left - 2,3130.0,3129.0,3116.0,3118.1,1160.0,1158.2,1240.0,1237.4,0,40
,,,,,right - 3,2680.0,2677.4,3116.0,3118.6,1160.0,1160.0,1240.0,1239.5,300,40
,,,,,bottom - 4,2880.0,2881.9,3116.0,3118.0,1160.0,1159.0,1240.0,1241.2,150,80
,,,,,top-mid-centre-5,3005.0,3006.6,3116.0,3116.9,1160.0,1157.9,1240.0,1242.3,150,25
,,,,,top-mid-left-6,3230.0,3230.2,3116.0,3114.7,1160.0,1159.6,1240.0,1237.2,0,25
,,,,,top-mid-right-7,2840.0,2837.8,3116.0,3117.6,1160.0,1157.0,1240.0,1239.5,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level 1,centre - 0,2910.0,2906.0,3205.0,3209.0,1310.0,1311.0,1270.0,1265.0,150,40
,,,,,top- 1,2910.0,2913.0,3205.0,3211.0,1520.0,1519.0,1480.0,1479.0,150,5
,,,,,left - 2,3162.0,3163.0,3205.0,3205.0,1310.0,1314.0,1270.0,1275.0,0,40
,,,,,right - 3,2712.0,2708.0,3205.0,3209.0,1310.0,1309.0,1270.0,1272.0,300,40
,,,,,bottom - 4,2910.0,2910.0,3205.0,3207.0,910.0,915.0,870.0,865.0,150,80
,,,,,top-mid-centre-5,2910.0,2914.0,3205.0,3198.0,1350.0,1349.0,1310.0,1308.0,150,25
,,,,,top-mid-left-6,3162.0,3163.0,3205.0,3205.0,1350.0,1352.0,1310.0,1314.0,0,25
,,,,,top-mid-right-7,2712.0,2716.0,3205.0,3210.0,1350.0,1354.0,1310.0,1306.0,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level 2,centre - 0,2920.0,2916.0,3210.0,3215.0,1330.0,1329.0,1250.0,1253.0,150,40
,,,,,top- 1,2920.0,2925.0,3210.0,3202.0,1540.0,1542.0,1460.0,1460.0,150,5
,,,,,left - 2,3174.0,3177.0,3210.0,3205.0,1330.0,1330.0,1250.0,1246.0,0,40
,,,,,right - 3,2724.0,2725.0,3210.0,3211.0,1330.0,1325.0,1250.0,1250.0,300,40
,,,,,bottom - 4,2920.0,2917.0,3210.0,3204.0,930.0,934.0,850.0,845.0,150,80
,,,,,top-mid-centre-5,2920.0,2922.0,3210.0,3218.0,1370.0,1371.0,1290.0,1293.0,150,25
,,,,,top-mid-left-6,3174.0,3172.0,3210.0,3207.0,1370.0,1365.0,1290.0,1288.0,0,25
,,,,,top-mid-right-7,2724.0,2723.0,3210.0,3216.0,1370.0,1371.0,1290.0,1285.0,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level 3,centre - 0,2930.0,2932.0,3215.0,3209.0,1350.0,1345.0,1230.0,1228.0,150,40
,,,,,top- 1,2930.0,2933.0,3215.0,3207.0,1560.0,1564.0,1440.0,1443.0,150,5
,,,,,left - 2,3186.0,3191.0,3215.0,3213.0,1350.0,1351.0,1230.0,1226.0,0,40
,,,,,right - 3,2736.0,2734.0,3215.0,3213.0,1350.0,1352.0,1230.0,1232.0,300,40
,,,,,bottom - 4,2930.0,2930.0,3215.0,3217.0,950.0,947.0,830.0,833.0,150,80
,,,,,top-mid-centre-5,2930.0,2928.0,3215.0,3210.0,1390.0,1386.0,1270.0,1271.0,150,25
,,,,,top-mid-left-6,3186.0,3191.0,3215.0,3212.0,1390.0,1386.0,1270.0,1268.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3215.0,3214.0,1390.0,1393.0,1270.0,1265.0,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level 4,centre - 0,2940.0,2937.0,3220.0,3223.0,1370.0,1372.0,1210.0,1215.0,150,40
,,,,,top- 1,2940.0,2935.0,3220.0,3219.0,1580.0,1584.0,1420.0,1421.0,150,5
,,,,,left - 2,3198.0,3198.0,3220.0,3227.0,1370.0,1374.0,1210.0,1211.0,0,40
,,,,,right - 3,2748.0,2750.0,3220.0,3228.0,1370.0,1374.0,1210.0,1206.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3220.0,3227.0,970.0,966.0,810.0,812.0,150,80
,,,,,top-mid-centre-5,2940.0,2943.0,3220.0,3223.0,1410.0,1406.0,1250.0,1249.0,150,25
,,,,,top-mid-left-6,3198.0,3203.0,3220.0,3218.0,1410.0,1407.0,1250.0,1249.0,0,25
,,,,,top-mid-right-7,2748.0,2750.0,3220.0,3224.0,1410.0,1406.0,1250.0,1250.0,300,25
340.0,340.0,150.0,Swing Level -2,Spin Level 5,centre - 0,2950.0,2955.0,3225.0,3223.0,1390.0,1393.0,1190.0,1192.0,150,40
,,,,,top- 1,2950.0,2953.0,3225.0,3228.0,1600.0,1595.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3209.0,3225.0,3229.0,1390.0,1393.0,1190.0,1195.0,0,40
,,,,,right - 3,2760.0,2759.0,3225.0,3231.0,1390.0,1394.0,1190.0,1187.0,300,40
,,,,,bottom - 4,2950.0,2952.0,3225.0,3218.0,990.0,993.0,790.0,791.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3225.0,3223.0,1430.0,1434.0,1230.0,1226.0,150,25
,,,,,top-mid-left-6,3210.0,3209.0,3225.0,3232.0,1430.0,1426.0,1230.0,1226.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3225.0,3219.0,1430.0,1428.0,1230.0,1234.0,300,25
475.0,475.0,150.0,Swing Level -1,Spin Level -5,centre - 0,2850.0,2849.0,3175.0,3174.0,1190.0,1192.0,1390.0,1385.0,150,40
,,,,,top- 1,2850.0,2851.0,3175.0,3179.0,1400.0,1399.0,1600.0,1599.0,150,5
,,,,,left - 2,3090.0,3090.0,3175.0,3168.0,1190.0,1189.0,1390.0,1393.0,0,40
,,,,,right - 3,2640.0,2639.0,3175.0,3173.0,1190.0,1186.0,1390.0,1394.0,300,40
,,,,,bottom - 4,2850.0,2846.0,3175.0,3169.0,790.0,793.0,990.0,992.0,150,80
,,,,,top-mid-centre-5,2850.0,2846.0,3175.0,3183.0,1230.0,1228.0,1430.0,1433.0,150,25
,,,,,top-mid-left-6,3090.0,3092.0,3175.0,3183.0,1230.0,1228.0,1430.0,1429.0,0,25
,,,,,top-mid-right-7,2640.0,2638.0,3175.0,3183.0,1230.0,1233.0,1430.0,1429.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level -4,centre - 0,2860.0,2865.0,3180.0,3178.0,1210.0,1207.0,1370.0,1369.0,150,40
,,,,,top- 1,2860.0,2865.0,3180.0,3175.0,1420.0,1420.0,1580.0,1580.0,150,5
,,,,,left - 2,3102.0,3101.0,3180.0,3182.0,1210.0,1214.0,1370.0,1371.0,0,40
,,,,,right - 3,2652.0,2653.0,3180.0,3187.0,1210.0,1211.0,1370.0,1375.0,300,40
,,,,,bottom - 4,2860.0,2865.0,3180.0,3185.0,810.0,813.0,970.0,966.0,150,80
,,,,,top-mid-centre-5,2860.0,2856.0,3180.0,3174.0,1250.0,1253.0,1410.0,1407.0,150,25
,,,,,top-mid-left-6,3102.0,3103.0,3180.0,3186.0,1250.0,1246.0,1410.0,1411.0,0,25
,,,,,top-mid-right-7,2652.0,2648.0,3180.0,3175.0,1250.0,1248.0,1410.0,1412.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level -3,centre - 0,2870.0,2872.0,3185.0,3193.0,1230.0,1234.0,1350.0,1355.0,150,40
,,,,,top- 1,2870.0,2868.0,3185.0,3193.0,1440.0,1439.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3118.0,3185.0,3178.0,1230.0,1228.0,1350.0,1350.0,0,40
,,,,,right - 3,2664.0,2659.0,3185.0,3190.0,1230.0,1226.0,1350.0,1349.0,300,40
,,,,,bottom - 4,2870.0,2872.0,3185.0,3189.0,830.0,828.0,950.0,945.0,150,80
,,,,,top-mid-centre-5,2870.0,2874.0,3185.0,3192.0,1270.0,1272.0,1390.0,1393.0,150,25
,,,,,top-mid-left-6,3114.0,3111.0,3185.0,3180.0,1270.0,1271.0,1390.0,1394.0,0,25
,,,,,top-mid-right-7,2664.0,2661.0,3185.0,3181.0,1270.0,1265.0,1390.0,1385.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level -2,centre - 0,2880.0,2875.0,3190.0,3191.0,1250.0,1250.0,1330.0,1330.0,150,40
,,,,,top- 1,2880.0,2882.0,3190.0,3195.0,1460.0,1462.0,1540.0,1536.0,150,5
,,,,,left - 2,3126.0,3126.0,3190.0,3183.0,1250.0,1249.0,1330.0,1329.0,0,40
,,,,,right - 3,2676.0,2680.0,3190.0,3195.0,1250.0,1252.0,1330.0,1329.0,300,40
,,,,,bottom - 4,2880.0,2883.0,3190.0,3184.0,850.0,851.0,930.0,927.0,150,80
,,,,,top-mid-centre-5,2880.0,2879.0,3190.0,3188.0,1290.0,1294.0,1370.0,1365.0,150,25
,,,,,top-mid-left-6,3126.0,3123.0,3190.0,3197.0,1290.0,1286.0,1370.0,1370.0,0,25
,,,,,top-mid-right-7,2676.0,2672.0,3190.0,3190.0,1290.0,1290.0,1370.0,1373.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level -1,centre - 0,2890.0,2892.0,3195.0,3191.0,1270.0,1275.0,1310.0,1315.0,150,40
,,,,,top- 1,2890.0,2895.0,3195.0,3199.0,1480.0,1476.0,1520.0,1515.0,150,5
,,,,,left - 2,3138.0,3141.0,3195.0,3190.0,1270.0,1272.0,1310.0,1314.0,0,40
,,,,,right - 3,2688.0,2688.0,3195.0,3193.0,1270.0,1272.0,1310.0,1309.0,300,40
,,,,,bottom - 4,2890.0,2893.0,3195.0,3195.0,870.0,866.0,910.0,908.0,150,80
,,,,,top-mid-centre-5,2890.0,2885.0,3195.0,3197.0,1310.0,1313.0,1350.0,1351.0,150,25
,,,,,top-mid-left-6,3138.0,3138.0,3195.0,3194.0,1310.0,1310.0,1350.0,1355.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3195.0,3201.0,1310.0,1307.0,1350.0,1345.0,300,25
505.0,473.0,150.0,Swing Level -1,Spin Level 0,centre - 0,2890.0,2890.1,3118.0,3115.3,1180.0,1182.8,1220.0,1218.4,150,40
,,,,,top- 1,2890.0,2888.8,3118.0,3116.8,1180.0,1178.4,1220.0,1217.0,150,5
,,,,,left - 2,3140.0,3141.4,3118.0,3120.8,1180.0,1178.3,1220.0,1221.0,0,40
,,,,,right - 3,2690.0,2691.5,3118.0,3120.1,1180.0,1179.5,1220.0,1218.8,300,40
,,,,,bottom - 4,2890.0,2889.0,3118.0,3119.3,1180.0,1181.9,1220.0,1218.1,150,80
,,,,,top-mid-centre-5,3015.0,3014.2,3118.0,3120.4,1180.0,1181.8,1220.0,1222.9,150,25
,,,,,top-mid-left-6,3240.0,3241.5,3118.0,3117.4,1180.0,1180.5,1220.0,1221.0,0,25
,,,,,top-mid-right-7,2850.0,2847.5,3118.0,3118.3,1180.0,1181.3,1220.0,1218.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level 1,centre - 0,2910.0,2906.0,3205.0,3209.0,1310.0,1311.0,1270.0,1265.0,150,40
,,,,,top- 1,2910.0,2913.0,3205.0,3211.0,1520.0,1519.0,1480.0,1479.0,150,5
,,,,,left - 2,3162.0,3163.0,3205.0,3205.0,1310.0,1314.0,1270.0,1275.0,0,40
,,,,,right - 3,2712.0,2708.0,3205.0,3209.0,1310.0,1309.0,1270.0,1272.0,300,40
,,,,,bottom - 4,2910.0,2910.0,3205.0,3207.0,910.0,915.0,870.0,865.0,150,80
,,,,,top-mid-centre-5,2910.0,2914.0,3205.0,3198.0,1350.0,1349.0,1310.0,1308.0,150,25
,,,,,top-mid-left-6,3162.0,3163.0,3205.0,3205.0,1350.0,1352.0,1310.0,1314.0,0,25
,,,,,top-mid-right-7,2712.0,2716.0,3205.0,3210.0,1350.0,1354.0,1310.0,1306.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level 2,centre - 0,2920.0,2916.0,3210.0,3215.0,1330.0,1329.0,1250.0,1253.0,150,40
,,,,,top- 1,2920.0,2925.0,3210.0,3202.0,1540.0,1542.0,1460.0,1460.0,150,5
,,,,,left - 2,3174.0,3177.0,3210.0,3205.0,1330.0,1330.0,1250.0,1246.0,0,40
,,,,,right - 3,2724.0,2725.0,3210.0,3211.0,1330.0,1325.0,1250.0,1250.0,300,40
,,,,,bottom - 4,2920.0,2917.0,3210.0,3204.0,930.0,934.0,850.0,845.0,150,80
,,,,,top-mid-centre-5,2920.0,2922.0,3210.0,3218.0,1370.0,1371.0,1290.0,1293.0,150,25
,,,,,top-mid-left-6,3174.0,3172.0,3210.0,3207.0,1370.0,1365.0,1290.0,1288.0,0,25
,,,,,top-mid-right-7,2724.0,2723.0,3210.0,3216.0,1370.0,1371.0,1290.0,1285.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level 3,centre - 0,2930.0,2932.0,3215.0,3209.0,1350.0,1345.0,1230.0,1228.0,150,40
,,,,,top- 1,2930.0,2933.0,3215.0,3207.0,1560.0,1564.0,1440.0,1443.0,150,5
,,,,,left - 2,3186.0,3191.0,3215.0,3213.0,1350.0,1351.0,1230.0,1226.0,0,40
,,,,,right - 3,2736.0,2734.0,3215.0,3213.0,1350.0,1352.0,1230.0,1232.0,300,40
,,,,,bottom - 4,2930.0,2930.0,3215.0,3217.0,950.0,947.0,830.0,833.0,150,80
,,,,,top-mid-centre-5,2930.0,2928.0,3215.0,3210.0,1390.0,1386.0,1270.0,1271.0,150,25
,,,,,top-mid-left-6,3186.0,3191.0,3215.0,3212.0,1390.0,1386.0,1270.0,1268.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3215.0,3214.0,1390.0,1393.0,1270.0,1265.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level 4,centre - 0,2940.0,2937.0,3220.0,3223.0,1370.0,1372.0,1210.0,1215.0,150,40
,,,,,top- 1,2940.0,2935.0,3220.0,3219.0,1580.0,1584.0,1420.0,1421.0,150,5
,,,,,left - 2,3198.0,3198.0,3220.0,3227.0,1370.0,1374.0,1210.0,1211.0,0,40
,,,,,right - 3,2748.0,2750.0,3220.0,3228.0,1370.0,1374.0,1210.0,1206.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3220.0,3227.0,970.0,966.0,810.0,812.0,150,80
,,,,,top-mid-centre-5,2940.0,2943.0,3220.0,3223.0,1410.0,1406.0,1250.0,1249.0,150,25
,,,,,top-mid-left-6,3198.0,3203.0,3220.0,3218.0,1410.0,1407.0,1250.0,1249.0,0,25
,,,,,top-mid-right-7,2748.0,2750.0,3220.0,3224.0,1410.0,1406.0,1250.0,1250.0,300,25
340.0,340.0,150.0,Swing Level -1,Spin Level 5,centre - 0,2950.0,2955.0,3225.0,3223.0,1390.0,1393.0,1190.0,1192.0,150,40
,,,,,top- 1,2950.0,2953.0,3225.0,3228.0,1600.0,1595.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3209.0,3225.0,3229.0,1390.0,1393.0,1190.0,1195.0,0,40
,,,,,right - 3,2760.0,2759.0,3225.0,3231.0,1390.0,1394.0,1190.0,1187.0,300,40
,,,,,bottom - 4,2950.0,2952.0,3225.0,3218.0,990.0,993.0,790.0,791.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3225.0,3223.0,1430.0,1434.0,1230.0,1226.0,150,25
,,,,,top-mid-left-6,3210.0,3209.0,3225.0,3232.0,1430.0,1426.0,1230.0,1226.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3225.0,3219.0,1430.0,1428.0,1230.0,1234.0,300,25
475.0,475.0,150.0,Swing Level 0,Spin Level -5,centre - 0,2850.0,2849.0,3175.0,3174.0,1190.0,1192.0,1390.0,1385.0,150,40
,,,,,top- 1,2850.0,2851.0,3175.0,3179.0,1400.0,1399.0,1600.0,1599.0,150,5
,,,,,left - 2,3090.0,3090.0,3175.0,3168.0,1190.0,1189.0,1390.0,1393.0,0,40
,,,,,right - 3,2640.0,2639.0,3175.0,3173.0,1190.0,1186.0,1390.0,1394.0,300,40
,,,,,bottom - 4,2850.0,2846.0,3175.0,3169.0,790.0,793.0,990.0,992.0,150,80
,,,,,top-mid-centre-5,2850.0,2846.0,3175.0,3183.0,1230.0,1228.0,1430.0,1433.0,150,25
,,,,,top-mid-left-6,3090.0,3092.0,3175.0,3183.0,1230.0,1228.0,1430.0,1429.0,0,25
,,,,,top-mid-right-7,2640.0,2638.0,3175.0,3183.0,1230.0,1233.0,1430.0,1429.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level -4,centre - 0,2860.0,2865.0,3180.0,3178.0,1210.0,1207.0,1370.0,1369.0,150,40
,,,,,top- 1,2860.0,2865.0,3180.0,3175.0,1420.0,1420.0,1580.0,1580.0,150,5
,,,,,left - 2,3102.0,3101.0,3180.0,3182.0,1210.0,1214.0,1370.0,1371.0,0,40
,,,,,right - 3,2652.0,2653.0,3180.0,3187.0,1210.0,1211.0,1370.0,1375.0,300,40
,,,,,bottom - 4,2860.0,2865.0,3180.0,3185.0,810.0,813.0,970.0,966.0,150,80
,,,,,top-mid-centre-5,2860.0,2856.0,3180.0,3174.0,1250.0,1253.0,1410.0,1407.0,150,25
,,,,,top-mid-left-6,3102.0,3103.0,3180.0,3186.0,1250.0,1246.0,1410.0,1411.0,0,25
,,,,,top-mid-right-7,2652.0,2648.0,3180.0,3175.0,1250.0,1248.0,1410.0,1412.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level -3,centre - 0,2870.0,2872.0,3185.0,3193.0,1230.0,1234.0,1350.0,1355.0,150,40
,,,,,top- 1,2870.0,2868.0,3185.0,3193.0,1440.0,1439.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3118.0,3185.0,3178.0,1230.0,1228.0,1350.0,1350.0,0,40
,,,,,right - 3,2664.0,2659.0,3185.0,3190.0,1230.0,1226.0,1350.0,1349.0,300,40
,,,,,bottom - 4,2870.0,2872.0,3185.0,3189.0,830.0,828.0,950.0,945.0,150,80
,,,,,top-mid-centre-5,2870.0,2874.0,3185.0,3192.0,1270.0,1272.0,1390.0,1393.0,150,25
,,,,,top-mid-left-6,3114.0,3111.0,3185.0,3180.0,1270.0,1271.0,1390.0,1394.0,0,25
,,,,,top-mid-right-7,2664.0,2661.0,3185.0,3181.0,1270.0,1265.0,1390.0,1385.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level -2,centre - 0,2880.0,2875.0,3190.0,3191.0,1250.0,1250.0,1330.0,1330.0,150,40
,,,,,top- 1,2880.0,2882.0,3190.0,3195.0,1460.0,1462.0,1540.0,1536.0,150,5
,,,,,left - 2,3126.0,3126.0,3190.0,3183.0,1250.0,1249.0,1330.0,1329.0,0,40
,,,,,right - 3,2676.0,2680.0,3190.0,3195.0,1250.0,1252.0,1330.0,1329.0,300,40
,,,,,bottom - 4,2880.0,2883.0,3190.0,3184.0,850.0,851.0,930.0,927.0,150,80
,,,,,top-mid-centre-5,2880.0,2879.0,3190.0,3188.0,1290.0,1294.0,1370.0,1365.0,150,25
,,,,,top-mid-left-6,3126.0,3123.0,3190.0,3197.0,1290.0,1286.0,1370.0,1370.0,0,25
,,,,,top-mid-right-7,2676.0,2672.0,3190.0,3190.0,1290.0,1290.0,1370.0,1373.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level -1,centre - 0,2890.0,2892.0,3195.0,3191.0,1270.0,1275.0,1310.0,1315.0,150,40
,,,,,top- 1,2890.0,2895.0,3195.0,3199.0,1480.0,1476.0,1520.0,1515.0,150,5
,,,,,left - 2,3138.0,3141.0,3195.0,3190.0,1270.0,1272.0,1310.0,1314.0,0,40
,,,,,right - 3,2688.0,2688.0,3195.0,3193.0,1270.0,1272.0,1310.0,1309.0,300,40
,,,,,bottom - 4,2890.0,2893.0,3195.0,3195.0,870.0,866.0,910.0,908.0,150,80
,,,,,top-mid-centre-5,2890.0,2885.0,3195.0,3197.0,1310.0,1313.0,1350.0,1351.0,150,25
,,,,,top-mid-left-6,3138.0,3138.0,3195.0,3194.0,1310.0,1310.0,1350.0,1355.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3195.0,3201.0,1310.0,1307.0,1350.0,1345.0,300,25
520.0,485.0,150.0,Swing Level 0,Spin Level 0,centre - 0,2900.0,2901.7,3120.0,3120.5,1200.0,1202.7,1200.0,1197.3,150,40
,,,,,top- 1,2900.0,2898.6,3120.0,3120.6,1200.0,1198.8,1200.0,1201.3,150,5
,,,,,left - 2,3150.0,3151.6,3120.0,3117.6,1200.0,1200.1,1200.0,1200.1,0,40
,,,,,right - 3,2700.0,2699.2,3120.0,3122.6,1200.0,1202.0,1200.0,1201.2,300,40
,,,,,bottom - 4,2900.0,2901.3,3120.0,3119.8,1200.0,1202.5,1200.0,1201.2,150,80
,,,,,top-mid-centre-5,3025.0,3026.4,3120.0,3122.2,1200.0,1198.6,1200.0,1201.8,150,25
,,,,,top-mid-left-6,3250.0,3248.2,3120.0,3119.1,1200.0,1199.0,1200.0,1202.9,0,25
,,,,,top-mid-right-7,2860.0,2862.1,3120.0,3121.2,1200.0,1201.4,1200.0,1200.4,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level 1,centre - 0,2910.0,2906.0,3205.0,3209.0,1310.0,1311.0,1270.0,1265.0,150,40
,,,,,top- 1,2910.0,2913.0,3205.0,3211.0,1520.0,1519.0,1480.0,1479.0,150,5
,,,,,left - 2,3162.0,3163.0,3205.0,3205.0,1310.0,1314.0,1270.0,1275.0,0,40
,,,,,right - 3,2712.0,2708.0,3205.0,3209.0,1310.0,1309.0,1270.0,1272.0,300,40
,,,,,bottom - 4,2910.0,2910.0,3205.0,3207.0,910.0,915.0,870.0,865.0,150,80
,,,,,top-mid-centre-5,2910.0,2914.0,3205.0,3198.0,1350.0,1349.0,1310.0,1308.0,150,25
,,,,,top-mid-left-6,3162.0,3163.0,3205.0,3205.0,1350.0,1352.0,1310.0,1314.0,0,25
,,,,,top-mid-right-7,2712.0,2716.0,3205.0,3210.0,1350.0,1354.0,1310.0,1306.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level 2,centre - 0,2920.0,2916.0,3210.0,3215.0,1330.0,1329.0,1250.0,1253.0,150,40
,,,,,top- 1,2920.0,2925.0,3210.0,3202.0,1540.0,1542.0,1460.0,1460.0,150,5
,,,,,left - 2,3174.0,3177.0,3210.0,3205.0,1330.0,1330.0,1250.0,1246.0,0,40
,,,,,right - 3,2724.0,2725.0,3210.0,3211.0,1330.0,1325.0,1250.0,1250.0,300,40
,,,,,bottom - 4,2920.0,2917.0,3210.0,3204.0,930.0,934.0,850.0,845.0,150,80
,,,,,top-mid-centre-5,2920.0,2922.0,3210.0,3218.0,1370.0,1371.0,1290.0,1293.0,150,25
,,,,,top-mid-left-6,3174.0,3172.0,3210.0,3207.0,1370.0,1365.0,1290.0,1288.0,0,25
,,,,,top-mid-right-7,2724.0,2723.0,3210.0,3216.0,1370.0,1371.0,1290.0,1285.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level 3,centre - 0,2930.0,2932.0,3215.0,3209.0,1350.0,1345.0,1230.0,1228.0,150,40
,,,,,top- 1,2930.0,2933.0,3215.0,3207.0,1560.0,1564.0,1440.0,1443.0,150,5
,,,,,left - 2,3186.0,3191.0,3215.0,3213.0,1350.0,1351.0,1230.0,1226.0,0,40
,,,,,right - 3,2736.0,2734.0,3215.0,3213.0,1350.0,1352.0,1230.0,1232.0,300,40
,,,,,bottom - 4,2930.0,2930.0,3215.0,3217.0,950.0,947.0,830.0,833.0,150,80
,,,,,top-mid-centre-5,2930.0,2928.0,3215.0,3210.0,1390.0,1386.0,1270.0,1271.0,150,25
,,,,,top-mid-left-6,3186.0,3191.0,3215.0,3212.0,1390.0,1386.0,1270.0,1268.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3215.0,3214.0,1390.0,1393.0,1270.0,1265.0,300,25
340.0,340.0,150.0,Swing Level 0,Spin Level 4,centre - 0,2940.0,2937.0,3220.0,3223.0,1370.0,1372.0,1210.0,1215.0,150,40
,,,,,top- 1,2940.0,2935.0,3220.0,3219.0,1580.0,1584.0,1420.0,1421.0,150,5
,,,,,left - 2,3198.0,3198.0,3220.0,3227.0,1370.0,1374.0,1210.0,1211.0,0,40
,,,,,right - 3,2748.0,2750.0,3220.0,3228.0,1370.0,1374.0,1210.0,1206.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3220.0,3227.0,970.0,966.0,810.0,812.0,150,80
,,,,,top-mid-centre-5,2940.0,2943.0,3220.0,3223.0,1410.0,1406.0,1250.0,1249.0,150,25
,,,,,top-mid-left-6,3198.0,3203.0,3220.0,3218.0,1410.0,1407.0,1250.0,1249.0,0,25
